mid,radiant_won
3,0.633020016783682
7,0.7808708902256776
9,0.16717558510179722
10,0.5778989165169923
12,0.3569864088228094
13,0.18001928212194637
14,0.5061131336513128
15,0.4060729591879936
16,0.3619201219320378
17,0.2556111353469841
18,0.7920165050809558
19,0.22192386037594214
21,0.5713963522414612
22,0.898487013744939
23,0.8419030639672522
24,0.7994373190412778
25,0.8349794816921359
29,0.6501182254327904
32,0.7420563151479088
33,0.6264893054059669
34,0.7790823362210516
36,0.3011426683073408
38,0.944140675049784
39,0.4153697962523057
40,0.7301471490845816
41,0.39288280449087876
42,0.7409762986324435
44,0.29970876455216244
45,0.8950600122263189
46,0.5075066511375013
47,0.3699066893141737
50,0.25307159754734276
51,0.07688856034841367
54,0.5772297638917546
60,0.42125734444126367
72,0.1418524193382605
75,0.753761161268467
78,0.5574240081329522
80,0.14918534443509504
86,0.6925196348104389
87,0.793609358541865
89,0.5797735554095103
91,0.792398482183627
94,0.3996324757923377
103,0.3651216754752078
105,0.7631520461755065
106,0.33327432877901486
108,0.6499970154838732
109,0.7168091137436703
112,0.4196446157887321
114,0.6280966385754738
115,0.30117212308952035
116,0.8255797824179861
118,0.5431546816398864
123,0.6480885509803953
126,0.8941426345518427
127,0.6244440644734147
129,0.6494527916633573
131,0.9367447351091076
132,0.8533246222583861
135,0.7265512763088224
136,0.4171181097210499
138,0.44324989114575825
139,0.41967423508959734
140,0.3781093273441617
143,0.6829024685114113
144,0.2711361747611427
145,0.6899681472782709
146,0.8231246790822011
147,0.9120654146814455
150,0.34705928140669623
155,0.21395434487752218
159,0.7986768523376556
160,0.51073244126674
162,0.4510892220923311
166,0.3771548608909429
168,0.19611754599468478
170,0.3352116934565885
172,0.2767620267883484
174,0.7952343967789227
180,0.19671239578410515
181,0.42160360228976373
182,0.7731675490583696
183,0.2762025118424545
184,0.6673988555154596
185,0.8988838715095084
186,0.6606565047244041
188,0.41124865540816014
189,0.8532822962443751
192,0.3502259012789771
193,0.5176986821997657
195,0.2481937876191452
197,0.8751429700169825
201,0.37877383763486017
202,0.6405803855636338
203,0.1483211519038526
206,0.5447980113203037
208,0.933649992744029
212,0.7901121273941489
215,0.3995194994201244
218,0.3370435224063408
220,0.6850379484691504
221,0.08342935568040369
222,0.39458124629973435
223,0.2968791687384492
224,0.21109171241705846
228,0.7488492280821043
229,0.6409762425882625
231,0.7486571034427273
232,0.5670985298030033
235,0.5388925037428505
240,0.8361765576242518
242,0.3009236752843348
247,0.1770699776973677
249,0.5854906881714511
251,0.09257909369384042
252,0.8324796172768987
253,0.06229170079244219
254,0.8724364357701802
255,0.88653661747285
260,0.6365636931907678
262,0.11036941273826163
263,0.3081716877538207
264,0.7178008134014983
265,0.6010205076557082
266,0.5597216614713543
268,0.09741028477998717
270,0.5041427164678315
274,0.821720259765793
275,0.04917385163847873
278,0.7706016376229173
282,0.4062367031401407
283,0.28042339303029656
289,0.39845548879826864
290,0.32236476287730825
292,0.36724203124902927
297,0.4099019724187943
298,0.17382905715041502
300,0.6770983868216817
302,0.11030055094986418
303,0.8500290378267722
305,0.35767073991360165
306,0.5051007147754158
309,0.012401613984060525
310,0.5665942709879455
311,0.2168434630215189
312,0.9366210458801911
316,0.6110139083376658
317,0.15204984547663505
318,0.5473858631324751
319,0.4587957510605143
322,0.23695571958132522
325,0.13936032910935317
327,0.5491859291386763
328,0.16554868618174706
330,0.9092247243333536
331,0.3900255084624541
332,0.19160649786680628
333,0.8115082189564998
334,0.14677317864939107
335,0.7930483365946984
336,0.7833078237694693
338,0.7107393596645151
340,0.5684184619836898
341,0.18617272042169747
342,0.8489613712391428
345,0.6346719626206664
348,0.20664448623209125
350,0.21879167751883907
351,0.7394170685483471
353,0.5859065791147393
358,0.6872720182920289
359,0.39619772725100005
360,0.7006368045515762
365,0.3061790581558613
368,0.3349393314818131
369,0.9273879743024589
370,0.7624083613958492
371,0.17069639798020814
372,0.3659839493138031
374,0.8298027119829277
377,0.5650167819202055
379,0.7277262453409621
380,0.15649059681782182
382,0.4569931899036496
383,0.6923037655638198
386,0.41555513552791185
388,0.6171986513459855
390,0.47224188803897044
391,0.394101639268645
393,0.9141113352246641
394,0.26727551678573297
395,0.3237134923407927
399,0.38583420030838567
400,0.5112647637237302
402,0.4674021114254188
404,0.8055411054248176
405,0.7172815604967872
408,0.12066834037003904
409,0.5427154878621384
412,0.49794436317559965
413,0.7700236583085228
417,0.9485295761355614
420,0.33681291468627095
421,0.5944120426059725
422,0.40147199201460326
423,0.22864098741867062
425,0.15041852252232715
428,0.46029126764594475
435,0.42437672572196633
440,0.18008914344980925
441,0.32900882301478906
442,0.44676144386604455
445,0.6957726558690205
446,0.6739718137738132
447,0.3306905572938056
449,0.5526041156001361
452,0.6391119498049416
453,0.8227633981415468
454,0.5832134812614523
455,0.3328759396791964
457,0.25290458118979486
458,0.7395263699837823
459,0.46319837692298516
460,0.43621290618504316
461,0.5681885985032132
463,0.7455127823683984
466,0.8879527588504477
468,0.8229598445206997
476,0.43155753165915667
477,0.37107462490693366
478,0.19772836030433846
479,0.8761152709648592
480,0.7983969681878729
483,0.7319386262003097
484,0.4982774364586848
487,0.8601576424892166
489,0.7152938408229264
492,0.34093552366677415
493,0.20579640306399227
495,0.6186251176107818
498,0.286050792640357
502,0.8244793113174846
503,0.5331319029606133
506,0.3133914298853231
507,0.11801770423003659
511,0.3937021759176948
514,0.42209751900090897
517,0.855172208182625
518,0.19891178312156213
522,0.8376922678273832
523,0.7914014234063832
526,0.8820247393850783
531,0.6244076841712635
541,0.3831486418732089
542,0.2943873635448265
544,0.736694506301724
545,0.803684235359507
547,0.9072741904494005
549,0.5421872237526469
550,0.2613451824525509
552,0.9341282555310114
554,0.6778784881744
555,0.7296659262516542
556,0.8308487230620268
557,0.30522189472838585
558,0.7832621072895642
559,0.511051101779983
560,0.7642629869483808
561,0.6940044502866551
562,0.8551382713618397
563,0.7702235093915553
564,0.27513702904762655
566,0.42347990942017316
